,Address,Postcode,Size in m²,Rooms,Prize in €
0,"Apartment Elzenhagensingel 311


                       ", 1022 LA ,13 ,3,"2,000"
0,"Apartment Nieuwendijk 96 2


                       ", 1012 MR ,60 ,2,"2,500"
0,"Apartment Nieuwendijk 96 1


                       ", 1012 MR ,65 ,2,"2,800"
0,, 1077 MK ,89 ,7,"7,000"
0,"Apartment James Wattstraat


                       ", 1097 DL ,62 ,2,"3,500"
0,"Apartment Kromme-Mijdrechtstraat


                       ", 1079 KR ,60 ,2,"3,500"
0,"Apartment Brouwersgracht 248 F


                       ", 1013 HE ,62 ,2,"2,500"
0,"Apartment Eerste Jan Steenstraat 38 2


                       ", 1072 NB ,36 ,1,"2,300"
0,"Apartment Van Baerlestraat 95 2


                       ", 1071 AT ,85 ,3,"3,150"
0,"Apartment Vijzelstraat


                       ", 1017 HE ,38 ,2,"2,500"
0,"Apartment Sarphatistraat 76 II


                       ", 1018 GS ,75 ,3,"2,000"
0,"Apartment Prins Hendrikkade 135 C


                       ", 1011 AR ,65 ,2,"2,300"
0,"Apartment Van Nijenrodeweg


                       ", 1083 EM ,82 ,4,"2,500"
0,"Apartment Van Gentstraat


                       ", 1055 PE ,40 ,3,"2,150"
0,"Apartment Bogortuin


                       ", 1019 PE ,88 ,2,"2,500"
0,, 1073 ER ,55 ,3,"3,000"
0,, 1060 LS ,85 ,5,"3,650"
0,"Apartment Aaf Bouberstraat


                       ", 1065 LV ,88 ,4,"2,500"
0,"Apartment Backershagen


                       ", 1082 GR ,25 ,4,"4,350"
0,"Apartment Belgiëplein


                       ", 1066 SC ,95 ,3,"3,000"
0,"Apartment Derde Helmersstraat 41 C


                       ", 1054 BB ,60 ,3,"3,050"
0,"Apartment Kribbestraat


                       ", 1079 WL ,60 ,4,"2,800"
0,"Apartment Courbetstraat


                       ", 1077 ZW ,72 ,2,"2,500"
0,"Apartment Laurierstraat


                       ", 1016 PK ,35 ,2,"2,750"
0,"Apartment Prinsengracht


                       ", 1015 DT ,73 ,2,"2,500"
0,"Apartment Tweede Tuindwarsstraat 2 I


                       ", 1015 RZ ,50 ,2,"2,000"
0,"Apartment Leidsekruisstraat


                       ", 1017 RE ,50 ,2,"2,150"
0,"Apartment Gravenstraat


                       ", 1012 NM ,60 ,2,"1,700"
0,"Apartment Da Costastraat


                       ", 1053 ZR ,75 ,1,"2,300"
0,"Apartment Valkhof 134


                       ", 1082 VM ,65 ,4,"2,500"
0,"Apartment Grevelingenstraat 36 1


                       ", 1078 KR ,65 ,2,"3,000"
0,"Apartment Van Middellandtstraat


                       ", 1057 AP ,55 ,2,"2,500"
0,"Apartment Plantage Muidergracht 57


                       ", 1018 TM ,51 ,2,"3,000"
0,"Apartment Lauriergracht 142 1


                       ", 1016 RT ,53 ,2,"3,500"
0,"Apartment Winthontstraat


                       ", 1013 BR ,63 ,2,"2,000"
0,"Apartment Rondeel


                       ", 1082 MH ,00 ,3,"4,450"
0,"Apartment Hellingstraat 84


                       ", 1033 WW ,14 ,4,"3,500"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment ms. van Riemsdijkweg 260


                       ", 1033 RD ,88 ,3,"4,200"
0,"Apartment Buiksloterweg 189 A


                       ", 1031 DA ,75 ,1,"4,000"
0,"Apartment Amstelkade 167 hs


                       ", 1078 AZ ,00 ,4,"3,000"
0,"Apartment Marnixkade


                       ", 1015 ZE ,55 ,3,"3,000"
0,"Apartment George Gershwinlaan 73 F


                       ", 1082 MT ,14 ,3,"3,650"
0,"Apartment Tweede Schinkelstraat 47 I


                       ", 1075 TR ,72 ,3,"3,000"
0,"Apartment Boris Pasternakstraat


                       ", 1102 TE ,70 ,3,"2,150"
0,"Apartment Raphaëlstraat 25 II


                       ", 1077 PN ,96 ,6,"2,500"
0,"Apartment Brouwersgracht


                       ", 1013 HA ,61 ,2,"3,000"
0,"Apartment Mercatorplein


                       ", 1056 CL ,73 ,3,"3,000"
0,"Apartment Pietersbergweg 42


                       ", 1105 BM ,45 ,2,€1600
0,"Apartment Nieuwe Achtergracht 113 III


                       ", 1018 WS ,54 ,3,"3,000"
0,"Apartment Maarten Harpertszoon Trompstraat


                       ", 1056 JA ,18 ,2,€1150
0,"Apartment Geuzenkade


                       ", 1056 LB ,12 ,4,"5,000"
0,"Apartment Stadionkade


                       ", 1076 BS ,76 ,3,"3,450"
0,"Apartment Rozengracht


                       ", 1016 ND ,36 ,2,"2,300"
0,"Apartment Weteringschans


                       ", 1017 XS ,75 ,2,"2,800"
0,"Apartment Waalstraat


                       ", 1079 DR ,75 ,3,"3,500"
0,"Apartment Nieuwe Herengracht


                       ", 1011 SC ,60 ,2,"2,150"
0,"Apartment Orteliusstraat 15 F


                       ", 1057 AR ,55 ,2,"2,500"
0,"Apartment Lange Leidsedwarsstraat 70 E


                       ", 1017 NM ,61 ,2,"3,000"
0,"Apartment Rozengracht


                       ", 1016 LR ,55 ,3,"2,800"
0,"Apartment Pietersbergweg 784


                       ", 1105 BM ,62 ,2,"2,000"
0,"Apartment Pietersbergweg 260


                       ", 1105 BM ,73 ,3,"3,000"
0,"Apartment Spuistraat


                       ", 1012 TX ,17 ,2,€1500
0,, 1060 TH ,12 ,1, €730
0,"Apartment Vondelstraat 96 D


                       ", 1054 GP ,75 ,3,"3,650"
0,"Apartment Faas Wilkesstraat


                       ", 1095 MD ,80 ,3,"2,450"
0,"Apartment Afroditekade 176 B


                       ", 1076 DZ ,98 ,3,"4,450"
0,"Apartment Rubensstraat 43 B


                       ", 1077 MJ ,20 ,3,"3,500"
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Kromme-Mijdrechtstraat 19 III


                       ", 1079 KN ,53 ,3,"2,150"
0,"Apartment Carnapstraat


                       ", 1062 KT ,73 ,2,"2,500"
0,"Apartment Gelrestraat


                       ", 1079 MZ ,55 ,2,"3,000"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,64 ,2,"3,000"
0,"Apartment Carnapstraat


                       ", 1062 KT ,73 ,2,"2,000"
0,"Apartment Carnapstraat


                       ", 1062 KT ,92 ,3,"2,500"
0,, 1106 ET ,"
8 ",1, €710
0,"Apartment Albert Cuypstraat


                       ", 1073 BJ ,36 ,2,"2,150"
0,"Apartment Koninginneweg 140 I


                       ", 1075 EC ,21 ,3,"6,200"
0,"Apartment Prinsengracht


                       ", 1015 DS ,77 ,2,"1,700"
0,"Apartment Ten Katestraat 47


                       ", 1053 BX ,50 ,2,"3,500"
0,"Apartment Amstelkade 176 2


                       ", 1078 BA ,00 ,4,"4,500"
0,"Apartment Dapperstraat


                       ", 1093 BP ,51 ,3,"2,500"
0,"Apartment Govert Flinckstraat


                       ", 1072 EM ,31 ,1,"3,000"
0,"Apartment Van Heenvlietlaan 122


                       ", 1083 CL ,27 ,4,"3,150"
0,"Apartment Kinkerstraat 81 H


                       ", 1053 DH ,40 ,3,"1,700"
0,, 1069 EK ,20 ,1, €910
0,"Apartment Het Breed


                       ", 1025 HW ,02 ,3,"4,000"
0,"Apartment Nieuwe Prinsengracht 98 3


                       ", 1018 VW ,60 ,2,"3,000"
0,"Apartment Woestduinstraat 3 1


                       ", 1058 SX ,65 ,2,"2,500"
0,, 1068 WJ ,80 ,4,"2,500"
0,"Apartment Amstelkade 127 2


                       ", 1078 AS ,02 ,3,"3,150"
0,"Apartment Van Nijenrodeweg


                       ", 1082 HE ,82 ,3,"3,000"
0,"Apartment Teilingen


                       ", 1082 JP ,50 ,3,"4,100"
0,"Apartment Tweede Helmersstraat


                       ", 1054 CH ,20 ,3,"2,950"
0,"Apartment Keizersgracht 403 3


                       ", 1016 EK ,52 ,4,"8,000"
0,"Apartment De Genestetstraat


                       ", 1054 AW ,85 ,2,"5,400"
0,"Apartment Weteringschans


                       ", 1017 XJ ,95 ,2,"4,000"
0,"Apartment Goudsbloemstraat 107 D


                       ", 1015 JK ,55 ,2,"2,300"
0,"Apartment Gustav Mahlerlaan 859


                       ", 1082 MK ,92 ,3,"3,500"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Amstelvlietstraat 612


                       ", 1096 GG ,41 ,4,"4,350"
0,"Apartment Gerard Doustraat 1 D2


                       ", 1072 VG ,90 ,3,"3,500"
0,"Apartment IJdoornlaan 251 F1


                       ", 1024 KM ,22 ,3,"2,050"
0,"Apartment Middenweg 9 3


                       ", 1098 AA ,65 ,2,"2,800"
0,"Apartment Keizersgracht 51 A


                       ", 1015 CE ,83 ,3,"3,450"
0,"Apartment Overtoom


                       ", 1054 LM ,43 ,2,"2,500"
0,"Apartment Catharina van Rennesstraat 5 2


                       ", 1077 KW ,06 ,4,"4,450"
0,"Apartment Valkenburgerstraat


                       ", 1011 NB ,46 ,2,"2,300"
0,"Apartment Kloveniersburgwal 105 B


                       ", 1011 KB ,61 ,2,"2,150"
0,"Apartment Warmondstraat


                       ", 1058 LC ,51 ,3,"3,000"
0,"Apartment Prinsengracht


                       ", 1017 JV ,85 ,2,"3,150"
0,"Apartment Zieseniskade 22 2


                       ", 1017 RT ,65 ,2,"2,500"
0,"Apartment Eerste Atjehstraat 103 H


                       ", 1094 KG ,49 ,2,"2,500"
0,"Apartment Ertskade 250


                       ", 1019 EZ ,27 ,4,"3,700"
0,"Apartment Da Costakade 203 C


                       ", 1053 XA ,50 ,2,"2,500"
0,"Apartment Amstel 14


                       ", 1017 AA ,50 ,2,"2,800"
0,"Apartment Hofmeyrstraat 42 I


                       ", 1091 NA ,55 ,2,"1,700"
0,"Apartment Maassluisstraat


                       ", 1062 GS ,41 ,1,"1,950"
0,"Apartment Wouwermanstraat


                       ", 1071 LX ,75 ,4,"4,500"
0,"Apartment Ruysdaelstraat


                       ", 1071 XB ,75 ,3,"2,500"
0,"Apartment Vaartstraat 62 A


                       ", 1075 RR ,65 ,3,"3,000"
0,"Apartment Wittgensteinlaan


                       ", 1062 KG ,90 ,3,"2,500"
0,"Apartment Van Oldenbarneveldtstraat 90 1


                       ", 1052 KH ,47 ,2,"1,700"
0,"Apartment Graafschapstraat 4


                       ", 1079 PE ,95 ,3,"2,200"
0,"Apartment Marnixkade 62 II


                       ", 1015 XW ,55 ,3,"2,150"
0,"Apartment Van Oldenbarneveldtstraat


                       ", 1052 JV ,15 ,3,"3,650"
0,"Apartment Faas Wilkesstraat 307


                       ", 1095 MD ,50 ,2,"2,500"
0,"Apartment Nieuwe Herengracht 31 E


                       ", 1011 RM ,62 ,2,"3,000"
0,"Apartment Sarphatistraat 490


                       ", 1018 GW ,61 ,3,"3,150"
0,"Apartment Utrechtsestraat 128 II


                       ", 1017 VT ,35 ,2,"2,000"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Warmoesstraat 36 II


                       ", 1012 JE ,50 ,2,"1,700"
0,"Apartment Keizersgracht 71 II-A


                       ", 1015 CE ,72 ,2,"3,500"
0,"Apartment Balthasar Floriszstraat


                       ", 1071 TZ ,35 ,2,"2,300"
0,"Apartment Nieuwezijds Voorburgwal


                       ", 1012 RT ,17 ,3,"2,950"
0,"Apartment Hoofdweg 228 I


                       ", 1057 DG ,57 ,2,"3,500"
0,"Apartment Eerste Weteringdwarsstraat 44 K


                       ", 1017 TP ,39 ,2,"2,150"
0,"Apartment Robert Fruinlaan 29 II


                       ", 1065 XZ ,60 ,3,"2,000"
0,"Apartment Herengracht 92 2V


                       ", 1015 BS ,90 ,2,"3,500"
0,"Apartment Koningin Wilhelminaplein



                       ", 1062 HJ ,66 ,1,"2,400"
0,"Apartment John Franklinstraat 59 C


                       ", 1056 SZ ,50 ,3,"2,600"
0,"Apartment Groen van Prinstererstraat


                       ", 1051 EG ,75 ,3,"2,500"
0,"Apartment Recht Boomssloot


                       ", 1011 EC ,60 ,1,"2,500"
0,"Apartment Warmondstraat 79 I


                       ", 1058 KS ,55 ,3,"2,500"
0,"Apartment John Franklinstraat 59 3


                       ", 1056 SZ ,55 ,3,"2,600"
0,"Apartment Plantage Parklaan 18 3


                       ", 1018 ST ,53 ,2,"2,500"
0,"Apartment Govert Flinckstraat


                       ", 1072 EL ,40 ,2,"2,300"
0,"Apartment Burgemeester Hogguerstraat 1213


                       ", 1064 EK ,48 ,2,"2,300"
0,"Apartment Nida Senffstraat


                       ", 1095 MX ,68 ,2,"3,000"
0,"Apartment Oeverpad 505


                       ", 1068 PM ,24 ,4,"3,500"
0,"Apartment Nieuwe Achtergracht 67 2


                       ", 1018 WL ,50 ,3,"3,000"
0,"Apartment Nicolaas Anslijnstraat


                       ", 1068 WT ,60 ,2,"1,300"
0,"Apartment Van Breestraat


                       ", 1071 ZN ,85 ,3,"3,650"
0,"Apartment Lange Leidsedwarsstraat 70 C


                       ", 1017 NM ,51 ,2,"3,000"
0,"Apartment Jan van Zutphenstraat


                       ", 1069 RS ,97 ,3,"2,600"
0,"Apartment Markelerbergpad


                       ", 1105 AW ,70 ,3,"1,750"
0,"Apartment Markelerbergpad


                       ", 1105 AW ,37 ,2,€1600
0,"Apartment Amstelveenseweg 920 B


                       ", 1081 JN ,79 ,3,"3,500"
0,"Apartment Van Spilbergenstraat 53 I


                       ", 1057 PZ ,48 ,2,"3,000"
0,"Apartment Julius Pergerstraat 57


                       ", 1087 KN ,82 ,3,"2,500"
0,"Apartment Arent Janszoon Ernststraat


                       ", 1082 LD ,30 ,2,"2,500"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Karspeldreef


                       ", 1101 CJ ,31 ,1,€1350
0,"Apartment Naritaweg


                       ", 1043 BS ,33 ,1,€1900
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,99 ,4,"2,900"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"3,300"
0,"Apartment Willem Frederik Hermansstraat


                       ", 1011 DG ,05 ,4,"4,350"
0,"Apartment Haarlemmer Houttuinen 27 B


                       ", 1013 GL ,73 ,3,"4,000"
0,"Apartment Palamedesstraat


                       ", 1054 HS ,58 ,2,"3,000"
0,"Apartment Pieter Cornelisz. Hooftstraat


                       ", 1071 BT ,49 ,2,"2,500"
0,"Apartment Carolina MacGillavrylaan


                       ", 1098 XA ,88 ,3,"3,000"
0,"Apartment Pieter Cornelisz. Hooftstraat 153 I


                       ", 1071 BT ,60 ,2,"3,500"
0,"Apartment Jacob Obrechtstraat 67 G


                       ", 1071 KJ ,12 ,5,"9,500"
0,"Apartment Koninginneweg 183 2



                       ", 1075 CP ,70 ,2,"2,500"
0,"Apartment Van Eeghenstraat 44 II


                       ", 1071 GJ ,67 ,3,"4,350"
0,"Apartment Muntplein 2 E


                       ", 1012 WR ,84 ,3,"2,200"
0,"Apartment Van Ostadestraat


                       ", 1072 SW ,59 ,3,"3,150"
0,"Apartment Eerste Weteringdwarsstraat


                       ", 1017 TP ,43 ,2,"3,500"
0,"Apartment Eerste Weteringdwarsstraat


                       ", 1017 TN ,44 ,2,"3,500"
0,"Apartment Zeeburgerdijk


                       ", 1093 SJ ,47 ,2,"3,500"
0,"Apartment Hondiusstraat


                       ", 1056 DK ,62 ,3,"3,000"
0,"Apartment Chet Bakerstraat


                       ", 1066 GJ ,02 ,3,"2,500"
0,"Apartment Barentszstraat 16


                       ", 1013 NR ,50 ,2,"2,000"
0,"Apartment Muntplein 2 H


                       ", 1012 WR ,69 ,2,"3,000"
0,"Apartment Tasmanstraat 3


                       ", 1013 PW ,00 ,4,"5,000"
0,"Apartment Carnapstraat


                       ", 1062 KT ,73 ,2,"1,950"
0,"Apartment P. Hans Frankfurthersingel


                       ", 1060 TR ,38 ,1,"2,350"
0,"Apartment Van Spilbergenstraat 6 1


                       ", 1057 PV ,53 ,3,"1,700"
0,"Apartment Peelstraat


                       ", 1079 RN ,62 ,2,"2,500"
0,"Apartment Gelrestraat


                       ", 1079 MZ ,55 ,2,"3,000"
0,"Apartment Kinkerstraat 304 I


                       ", 1053 GC ,44 ,3,"1,700"
0,"Apartment Valkhof


                       ", 1082 VJ ,80 ,3,"2,500"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Van Spilbergenstraat 53 II


                       ", 1057 PZ ,48 ,2,"3,000"
0,"Apartment Overtoom


                       ", 1054 LM ,48 ,2,"2,500"
0,"Apartment Ferdinand Bolstraat


                       ", 1072 LE ,50 ,2,"2,150"
0,"Apartment Stadionkade 122 IV


                       ", 1076 BR ,61 ,4,"3,000"
0,, 1076 CW ,40 ,3,"2,500"
0,"Apartment Abbenesstraat 9 I


                       ", 1059 TB ,65 ,2,"2,150"
0,"Apartment Van Nijenrodeweg


                       ", 1082 HS ,39 ,2,"2,350"
0,"Apartment Leiduinstraat 24 II


                       ", 1058 SK ,59 ,3,"3,000"
0,"Apartment Dantestraat


                       ", 1102 ZN ,85 ,3,"3,500"
0,"Apartment Eef Kamerbeekstraat


                       ", 1095 MP ,63 ,2,"1,400"
0,"Apartment Eef Kamerbeekstraat


                       ", 1095 MP ,80 ,3,"3,000"
0,"Apartment Van Tuyll van Serooskerkenweg 72 1


                       ", 1076 JN ,85 ,3,"3,050"
0,"Apartment Ter Boede 14 2


                       ", 1082 CD ,84 ,3,"2,150"
0,"Apartment Wijdesteeg


                       ", 1012 RN ,62 ,2,"3,500"
0,"Apartment Stadionweg


                       ", 1077 SZ ,20 ,4,"3,650"
0,"Apartment President Brandstraat 316


                       ", 1091 WS ,58 ,3,"2,500"
0,"Apartment Singel


                       ", 1016 AA ,50 ,5,"9,000"
0,"Apartment Westerstraat


                       ", 1015 ML ,50 ,2,"2,750"
0,"Apartment Keizersgracht 135 II+III.


                       ", 1015 CK ,25 ,3,"6,200"
0,"Apartment Berenstraat



                       ", 1016 GH ,65 ,3,"3,150"
0,"Apartment Tweede Looiersdwarsstraat 3 B


                       ", 1016 VN ,70 ,2,"3,500"
0,"Apartment Spuistraat



                       ", 1012 VP ,54 ,2,"3,500"
0,"Apartment Prinsengracht 234 E


                       ", 1016 HE ,60 ,3,"3,000"
0,"Apartment Keizersgracht 760 1


                       ", 1017 EZ ,22 ,2,€1150
0,"Apartment Rijnlandlaan


                       ", 1062 MX ,92 ,3,"3,650"
0,"Apartment Spuistraat 3 H



                       ", 1012 SP ,62 ,3,"5,000"
0,"Apartment Burgemeester Hogguerstraat


                       ", 1064 EB ,51 ,2,"2,500"
0,"Apartment Gulden Kruis


                       ", 1103 BK ,00 ,4,"2,500"
0,"Apartment George Gershwinlaan 141


                       ", 1082 MT ,24 ,3,"5,500"
0,"Apartment Korte Prinsengracht


                       ", 1013 GN ,00 ,3,"2,950"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,, 1063 CB ,52 ,3,"2,300"
0,"Apartment Kijkduinstraat


                       ", 1055 XZ ,52 ,3,"2,300"
0,"Apartment Burgemeester Hogguerstraat


                       ", 1064 EB ,51 ,2,"2,300"
0,"Apartment Keizersgracht 641 D


                       ", 1017 DT ,20 ,3,"6,500"
0,"Apartment Papendrechtstraat



                       ", 1106 BN ,76 ,3,"2,300"
0,"Apartment Keizersgracht 34 C


                       ", 1015 CR ,34 ,3,"2,950"
0,"Apartment Spijkerkade


                       ", 1021 JS ,30 ,1,"2,700"
0,"Apartment Joh.M. Coenenstraat


                       ", 1071 WH ,95 ,3,"6,000"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,80 ,3,"2,600"
0,"Apartment Nieuwe Kerkstraat


                       ", 1018 EB ,65 ,2,"2,000"
0,"Apartment Midscheeps


                       ", 1034 TL ,84 ,4,"2,500"
0,"Apartment Bos en Lommerplantsoen 77 C


                       ", 1055 AA ,27 ,1,rdij 
0,"Apartment Teilingen


                       ", 1082 JS ,29 ,3,"4,750"
0,"Apartment Teilingen


                       ", 1082 JR ,55 ,2,"2,800"
0,"Apartment Teilingen


                       ", 1082 JR ,91 ,3,"4,150"
0,"Apartment Willem Frederik Hermansstraat 95


                       ", 1011 DG ,90 ,3,"2,500"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 HJ ,66 ,1,"1,750"
0,"Apartment Singel


                       ", 1012 VC ,70 ,2,"3,000"
0,"Apartment Bos en Lommerplantsoen 69 E


                       ", 1055 AA ,29 ,1,€2500
0,"Apartment Van Eeghenstraat 30 2


                       ", 1071 GH ,65 ,3,"5,000"
0,"Apartment Prinsengracht 1061 1


                       ", 1017 JG ,30 ,3,"4,000"
0,"Apartment Spinhuissteeg 16 1+2+3+4


                       ", 1012 CJ ,85 ,2,"3,050"
0,"Apartment Staalstraat 14 3A


                       ", 1011 JL ,65 ,2,"2,500"
0,"Apartment Mosveld 45 1


                       ", 1031 AC ,75 ,3,"3,000"
0,"Apartment Eerste Leliedwarsstraat 2 A


                       ", 1015 TA ,70 ,3,"4,450"
0,"Apartment Burgemeester Hogguerstraat 1189


                       ", 1064 EK ,48 ,2,"2,350"
0,"Apartment Van Limburg Stirumstraat


                       ", 1051 AZ ,71 ,3,"2,150"
0,"Apartment Minervalaan


                       ", 1077 NP ,30 ,6,"5,500"
0,"Apartment IJdoornlaan 1487 C


                       ", 1034 BM ,38 ,1,"2,350"
0,"Apartment Bos en Lommerplantsoen


                       ", 1055 AA ,30 ,1,€2500
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Uiterwaardenstraat 225 A


                       ", 1079 CN ,85 ,3,"4,350"
0,"Apartment Kerkstraat


                       ", 1017 GC ,70 ,2,"4,500"
0,"Apartment Kloveniersburgwal


                       ", 1011 KB ,75 ,2,"2,000"
0,"Apartment Minervalaan


                       ", 1077 NP ,23 ,5,"3,650"
0,"Apartment Lomanstraat


                       ", 1075 PS ,20 ,5,"8,000"
0,"Apartment Overtoom


                       ", 1054 LN ,62 ,2,"3,500"
0,"Apartment Amerbos


                       ", 1025 ZD ,77 ,3,"2,350"
0,"Apartment Oudezijds Voorburgwal 167 2


                       ", 1012 ET ,65 ,2,"2,150"
0,"Apartment Hectorstraat 29 1


                       ", 1076 PN ,73 ,3,"3,000"
0,"Apartment Hoofdweg 63 I


                       ", 1058 AX ,48 ,3,"2,200"
0,"Apartment Delflandplein 112


                       ", 1062 HV ,74 ,3,"2,500"
0,"Apartment Keizersgracht 480


                       ", 1017 EG ,25 ,2,"1,700"
0,"Apartment Albrecht Dürerstraat 37 II


                       ", 1077 LX ,20 ,4,"5,000"
0,"Apartment Anjeliersstraat


                       ", 1015 NJ ,48 ,2,"2,800"
0,"Apartment Spinozastraat


                       ", 1018 HJ ,57 ,3,"5,000"
0,"Apartment Jan van Duivenvoordestraat


                       ", 1067 MT ,92 ,3,"2,500"
0,"Apartment Reguliersdwarsstraat


                       ", 1017 BK ,48 ,2,"2,000"
0,"Apartment Valeriusstraat 30 II


                       ", 1071 MJ ,60 ,6,"7,900"
0,"Apartment Zeeburgerkade


                       ", 1019 VK ,67 ,3,"2,500"
0,"Apartment Wijnsilostraat


                       ", 1019 VM ,81 ,3,"3,150"
0,"Apartment Eerste Atjehstraat


                       ", 1094 KG ,60 ,2,"3,000"
0,"Apartment Slangenburg


                       ", 1082 JT ,86 ,3,"3,500"
0,"Apartment Nieuwebrugsteeg


                       ", 1012 AH ,10 ,3,"3,650"
0,"Apartment Markelerbergpad 5


                       ", 1105 AW ,27 ,1,"1,700"
0,"Apartment Welnastraat


                       ", 1096 GJ ,28 ,1,"2,350"
0,"Apartment Frans Halsstraat 78 E


                       ", 1072 BV ,69 ,2,"3,150"
0,"Apartment Leidsegracht 24 2


                       ", 1016 CL ,47 ,3,"4,000"
0,"Apartment Reguliersdwarsstraat


                       ", 1017 BJ ,60 ,2,"2,500"
0,"Apartment Vechtstraat


                       ", 1079 JT ,65 ,3,"2,500"
0,, 1108 CP ,10 ,1,€1250
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Brouwersgracht 248 F


                       ", 1013 HE ,62 ,2,"2,500"
0,"Apartment Zoutsteeg 24


                       ", 1012 LX ,49 ,2,"2,300"
0,"Apartment Prins Hendrikkade


                       ", 1011 AJ ,85 ,2,"3,150"
0,"Apartment Keizersgracht 133 C


                       ", 1015 CJ ,55 ,3,"6,200"
0,"Apartment Keizersgracht 643 D


                       ", 1017 DT ,17 ,3,"6,500"
0,"Apartment Dam


                       ", 1012 JS ,34 ,4,"3,000"
0,"Apartment Stadhouderskade


                       ", 1074 AZ ,96 ,2,"2,500"
0,"Apartment Valkenburgerstraat


                       ", 1011 NB ,46 ,2,"2,500"
0,"Apartment Rondeel


                       ", 1083 ME ,05 ,3,"3,050"
0,"Apartment Ruysdaelkade


                       ", 1072 AV ,70 ,2,"3,500"
0,"Apartment Emmy Andriessestraat


                       ", 1087 NE ,05 ,3,"2,000"
0,"Apartment Eef Kamerbeekstraat 688


                       ", 1095 MP ,89 ,3,"2,650"
0,"Apartment Van Spilbergenstraat


                       ", 1057 RN ,50 ,3,"3,000"
0,"Apartment Kalverstraat


                       ", 1012 XJ ,93 ,2,"4,350"
0,, 1105 BM ,90 ,3,"2,300"
0,"Apartment Oostenburgervoorstraat 3 C


                       ", 1018 MN ,61 ,2,"3,000"
0,, 1105 BM ,96 ,3,"2,000"
0,"Apartment Lange Leidsedwarsstraat 70 D


                       ", 1017 NM ,66 ,2,"3,000"
0,"Apartment Lange Leidsedwarsstraat 70 A


                       ", 1017 NM ,55 ,2,"2,300"
0,, 1069 LK ,10 ,5, €850
0,"Apartment Egelantiersstraat 143 B


                       ", 1015 RA ,81 ,6,"8,550"
0,"Apartment Wijenburg 153


                       ", 1082 VS ,67 ,3,"4,000"
0,"Apartment Onstein 76


                       ", 1082 KL ,71 ,3,"3,000"
0,"Apartment Oudezijds Voorburgwal


                       ", 1012 EX ,38 ,3,"3,650"
0,"Apartment Reestraat 11 2


                       ", 1016 DM ,62 ,2,"2,350"
0,"Apartment Quellijnstraat 80 HB


                       ", 1072 XW ,65 ,2,"4,450"
0,"Apartment Gelrestraat


                       ", 1079 MZ ,51 ,2,"2,500"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,96 ,4,"2,450"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,99 ,4,"2,450"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"2,800"
0,"Apartment Prinsengracht 1055 A-I


                       ", 1017 JE ,50 ,2,"3,500"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Prinsengracht 1055 A-II


                       ", 1017 JE ,50 ,2,"3,500"
0,"Apartment Prinsengracht 1055 A-III


                       ", 1017 JE ,00 ,5,"3,500"
0,"Apartment Revaleiland


                       ", 1014 ZG ,81 ,3,"2,500"
0,"Apartment Kinkerstraat 324 4


                       ", 1053 GD ,48 ,2,"2,500"
