,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
809,Pieter Cornelisz. Hooftstraat                       , 1071 BT ,50.0,2,3500.0,70.0,52.360053,4.879957
810,Kea Boumanstraat                       , 1095 MA ,35.0,1,2350.0,67.14285714285714,52.37441,4.96831
811,Ruysdaelkade 7                       , 1072 AG ,80.0,2,1700.0,21.25,52.359147,4.887532
812,IJburglaan                       , 1086 XT ,100.0,3,3000.0,30.0,52.368507,4.971287
813,Erich Salomonstraat                       , 1087 GT ,81.0,3,3000.0,37.03703703703704,52.357277,4.996446
814,Maarten Harpertszoon Trompstraat 36 3                       , 1056 JB ,116.0,3,3650.0,31.46551724137931,52.371998,4.86216
815,Baden Powellweg                       , 1069 LH ,31.0,1,2000.0,64.51612903225806,52.348469,4.795243
816,Van Ostadestraat                       , 1073 TZ ,54.0,3,3500.0,64.81481481481481,52.353859,4.902028
817,Rozenstraat 183 2                       , 1016 NR ,75.0,3,5000.0,66.66666666666667,52.371969,4.878196
818,Raamstraat 27 1                       , 1016 XL ,60.0,3,3000.0,50.0,52.366112,4.881096
819,Valschermkade                       , 1059 CD ,18.0,1,2000.0,111.11111111111113,52.342239,4.845758999999998
820,Vrouwenmantelstraat                       , 1032 LT ,100.0,5,4500.0,45.0,52.398714,4.9051800000000005
821,Eerste Atjehstraat 43 3                       , 1094 KB ,75.0,2,3000.0,40.0,52.362658,4.933665
822,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
823,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
824,Oudezijds Voorburgwal 183 I V                       , 1012 EW ,100.0,3,3500.0,35.0,52.371639,4.895982
825,Van Baerlestraat                       , 1071 AZ ,20.0,2,2300.0,115.0,52.358779,4.878127
826,Rinus Michelslaan                       , 1061 MB ,82.0,3,2500.0,30.48780487804878,52.373158,4.838783
827,Gerard Doustraat 30 2                       , 1072 VR ,28.0,1,1950.0,69.64285714285714,52.355106,4.888268
828,Amstelboulevard 8                       , 1096 HH ,150.0,3,4500.0,30.0,52.343569,4.915355
829,Hoofdweg 232 II                       , 1057 DG ,54.0,3,3500.0,64.81481481481481,52.367156,4.852821
830,Martelaarsgracht 9 3                       , 1012 TN ,61.0,3,4000.0,65.57377049180327,52.377762,4.896516
831,Grubbehoeve 28                       , 1103 GH ,77.0,3,2000.0,25.97402597402597,52.321482,4.976987
832,Leidsestraat                       , 1017 NX ,62.0,3,3000.0,48.38709677419354,52.366381,4.8873440000000015
833,Van der Hoopstraat 130 IV                       , 1051 VN ,50.0,2,2150.0,43.0,52.384194,4.870403
834,Valeriusstraat 177 2                       , 1075 EW ,60.0,2,4450.0,74.16666666666667,52.352026,4.861172
835,Egelantiersstraat                       , 1015 PZ ,45.0,3,2800.0,62.22222222222222,52.376514,4.881611
836,Solebaystraat                       , 1055 ZS ,48.0,3,2500.0,52.08333333333334,52.384963,4.856075
837,Filips van Almondestraat 29 1                       , 1057 ZS ,60.0,3,3000.0,50.0,52.369901,4.857545
838,Beulingstraat 4 E                       , 1017 BA ,75.0,3,5000.0,66.66666666666667,52.368054,4.88755
839,Reyer Anslostraat 9 H                       , 1054 KT ,110.0,4,3500.0,31.818181818181817,52.358508,4.860397
840,Derkinderenstraat                       , 1061 VX ,90.0,3,4000.0,44.444444444444436,52.368663,4.840343
841,Prinsengracht                       , 1016 HK ,60.0,3,3150.0,52.5,52.366089,4.8825379999999985
842,Henrick de Keijserplein                       , 1073 SX ,140.0,5,7000.0,50.0,52.351531,4.89754
843,Koningineg 201 2                       , 1075 CR ,75.0,3,3000.0,40.0,52.366428000000006,4.8729879999999985
844,Alblasstraat                       , 1079 ZK ,50.0,3,2500.0,50.0,52.341924,4.899328
845,Wilhelminastraat 9 II                       , 1054 VT ,52.0,2,2500.0,48.07692307692307,52.361496,4.863297
846,James Wattstraat                       , 1097 DL ,48.0,1,2700.0,56.25,52.35008,4.922676
847,James Wattstraat                       , 1097 DL ,67.0,2,2350.0,35.07462686567164,52.35008,4.922676
848,James Wattstraat                       , 1097 DL ,48.0,1,1650.0,34.375,52.35008,4.922676
849,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
850,Waldenlaan 107                       , 1093 NH ,77.0,3,3500.0,45.45454545454545,52.357225,4.929274
851,Haarlemmerstraat                       , 1013 EL ,65.0,3,2500.0,38.46153846153846,52.380313,4.891784
852,Beulingstraat                       , 1017 BA ,35.0,2,2300.0,65.71428571428571,52.367978,4.88753
853,Tussen Meer                       , 1068 GA ,72.0,4,2150.0,29.86111111111111,52.357574,4.79726
854,Nieuwe Herengracht                       , 1011 RM ,50.0,2,2500.0,50.0,52.365993,4.903332
855,Pietersbergweg 207                       , 1105 BM ,39.0,1,2000.0,51.282051282051285,52.298977,4.9559940000000005
856,Johan Huijsenstraat                       , 1087 LC ,81.0,3,3000.0,37.03703703703704,52.350884,5008374.0
857,Bloemstraat                       , 1016 LD ,36.0,2,2150.0,59.72222222222222,52.373799,4.879824
858,Spinakerhof                       , 1034 MS ,76.0,3,2800.0,36.8421052631579,52.409965,4.923213
859,Admiraal De Ruijterweg 107 3                       , 1056 EV ,80.0,3,3500.0,43.75,52.372442,4.859057
860,Van Leijenberghlaan                       , 1082 GM ,90.0,3,3050.0,33.888888888888886,52.335008,4.878591
861,Minervaplein                       , 1077 TH ,70.0,2,5000.0,71.42857142857143,52.346421,4.872554
862,Amsteldijk 41 I                       , 1074 HV ,77.0,3,4500.0,58.441558441558435,52.35506,4.905501
863,Van Eeghenstraat 43 1                       , 1071 EV ,74.0,3,2950.0,39.86486486486485,52.357796,4.87513
864,Keizersgracht                       , 1017 EK ,130.0,3,3150.0,24.23076923076923,52.364035,4.892455
865,Grubbehoeve 827                       , 1103 GZ ,70.0,3,2350.0,33.57142857142857,52.321719,4.977851
866,Schinkelhavenstraat 21 3                       , 1075 VP ,100.0,4,5500.0,55.0,52.354346,4.854252
867,Van Ostadestraat 52 1                       , 1072 TA ,46.0,2,2800.0,60.8695652173913,52.351629,4.888542
868,Mary van der Sluisstraat 274                       , 1095 ME ,95.0,3,3000.0,31.578947368421048,52.373896,4.963413
869,Van Hogendorpstraat 869                       , 1051 CD ,85.0,3,3500.0,41.1764705882353,52.382111,4.8688699999999985
870,Jan Boterenbroodstraat                       , 1019 GC ,70.0,3,2800.0,40.0,52.368135,4.943646
871,Ceintuurbaan                       , 1072 EW ,65.0,2,2500.0,38.46153846153846,52.354812,4.9010370000000005
872,Elisabeth Wolffstraat 74 I                       , 1053 TW ,51.0,3,3500.0,68.62745098039215,52.36898400000001,4.867643
873,Bilderdijkkade 68 II                       , 1053 VN ,40.0,1,2700.0,67.5,52.366928,4.870252
874,Kleiburg                       , 1104 EA ,68.0,3,2300.0,33.823529411764696,52.318351,4.980421
875,Revaleiland                       , 1014 ZG ,81.0,3,2500.0,30.8641975308642,52.392854,4.878787
876,Cabotstraat                       , 1057 VP ,66.0,3,3000.0,45.45454545454545,52.368143,4.855085
877,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
878,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
879,Jacob van Lennepstraat 37 1                       , 1053 HB ,67.0,2,3500.0,52.23880597014925,52.362636,4.859026
880,Tuinstraat                       , 1015 PK ,40.0,2,2500.0,62.5,52.376982,4.881973
881,Sarphatistraat                       , 1018 GB ,80.0,3,4500.0,56.25,52.360839,4.9067050000000005
882,Hoogte Kadijk                       , 1018 BS ,97.0,3,2000.0,20.61855670103093,52.36822700000001,4.9185
883,Maassluisstraat                       , 1062 GL ,40.0,2,2500.0,62.5,52.349216,4.836661
884,Hoendiepstraat                       , 1079 LW ,32.0,2,2500.0,78.125,52.342346,4.910558999999999
885,Jacob van Lennepkade                       , 1053 NM ,45.0,2,2000.0,44.444444444444436,52.366584,4.875938
886,Duivendrechtsekade                       , 1096 AH ,25.0,1,750.0,30.0,52.338205,4.932423
887,J.M. van der Meylaan                       , 1019 EN ,60.0,3,2000.0,33.333333333333336,52.368147,4.9458160000000015
888,Van Ostadestraat 240 3                       , 1073 TV ,80.0,3,4450.0,55.625,52.352823,4.896953
889,Van Eeghenstraat 43 I                       , 1071 EV ,74.0,3,2950.0,39.86486486486485,52.357799,4.875128
890,Tourniairestraat                       , 1065 KK ,29.0,1,650.0,22.41379310344828,52.355981,4.8240300000000005
891,Tweede Helmersstraat 47 3                       , 1054 CD ,130.0,4,3500.0,26.92307692307693,52.364303,4.87636
892,Ferdinand Bolstraat                       , 1072 LK ,67.0,3,3150.0,47.014925373134325,52.350566,4.891676
893,Herengracht 123 A                       , 1015 BG ,110.0,2,2950.0,26.818181818181817,52.365048,4.898317
894,Spuistraat                       , 1012 VW ,75.0,3,3000.0,40.0,52.37056,4.889144
895,Haarlemmerstraat 3 B                       , 1013 EH ,52.0,2,4000.0,76.92307692307692,52.379816,4.8933800000000005
896,Jacob van Lennepstraat 238 C                       , 1053 KB ,60.0,2,2500.0,41.66666666666666,52.364117,4.864573
897,Plantage Doklaan                       , 1018 CN ,85.0,3,2500.0,29.411764705882355,52.367901,4.9136120000000005
898,Patroclosstraat 28 2                       , 1076 NH ,75.0,3,4000.0,53.33333333333334,52.344639,4.866285
899,Plantage Doklaan                       , 1018 CN ,50.0,3,2500.0,50.0,52.367901,4.9136120000000005
900,Borgerstraat 256 I                       , 1053 RG ,48.0,2,2500.0,52.08333333333334,52.363775,4.860452
901,Van Leijenberghlaan 391 I                       , 1082 GK ,80.0,3,3050.0,38.125,52.325662,4.879915
902,Valkenburgerstraat 134 G                       , 1011 NA ,95.0,3,3000.0,31.578947368421048,52.369616,4.90635
903,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
904,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
905,Prinsengracht                       , 1016 GX ,92.0,3,7000.0,76.08695652173913,52.362122,4.898975
906,Wolbrantskerkweg                       , 1069 DA ,132.0,5,4200.0,31.818181818181817,52.356924,4.797553
907,Van Nijenrodeweg 57                       , 1083 ED ,30.0,1,2750.0,91.66666666666669,52.327604,4.884323
908,Crynssenstraat 61 2                       , 1058 XV ,70.0,3,3000.0,42.857142857142854,52.363441,4.855978
909,Nieuwendijk 59 E                       , 1012 MB ,85.0,2,2500.0,29.411764705882355,52.377448,4.8966080000000005
910,Lomanstraat                       , 1075 PS ,70.0,3,3650.0,52.14285714285714,52.351284,4.859917
911,Hildebrandstraat                       , 1053 WB ,70.0,3,2200.0,31.42857142857143,52.364429,4.865061
912,Arent Janszoon Ernststraat                       , 1083 JN ,110.0,4,4500.0,40.90909090909091,52.331795,4.889087
913,IJburglaan 732                       , 1087 CE ,120.0,3,4450.0,37.083333333333336,52.356326,4.9925190000000015
914,Overtoom 332 2                       , 1054 JE ,70.0,2,2500.0,35.714285714285715,52.36072,4.866624
915,George Gershwinlaan 476                       , 1082 MT ,85.0,2,2150.0,25.294117647058826,52.336098,4.870399
916,Loenermark 248                       , 1025 SX ,80.0,3,2000.0,25.0,52.398296,4.929289
917,Ilperveldstraat                       , 1024 PG ,104.0,4,3000.0,28.84615384615385,52.39595900000001,4.945744
918,Herengracht 311                       , 1016 AV ,62.0,2,2000.0,32.25806451612903,52.364436,4.802157
919,Baarsstraat                       , 1075 RT ,60.0,3,3150.0,52.5,52.350538,4.854327
920,Kerkstraat 9 2                       , 1017 GA ,60.0,3,2350.0,39.16666666666666,52.366198,4.88434
921,Wiborgeiland                       , 1014 ZC ,134.0,4,6200.0,46.268656716417894,52.393456,4.87726
922,Kattenlaan 6 B                       , 1054 KA ,55.0,3,3000.0,54.54545454545455,52.359686,4.865591
923,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
924,Mary van der Sluisstraat 306                       , 1095 ME ,74.0,3,2800.0,37.83783783783785,52.374362,4.963535
925,Hoofddorpweg 10 4                       , 1058 PB ,71.0,3,3500.0,49.29577464788731,52.351055,4.851273
926,Groenhoven                       , 1103 NB ,97.0,1,2150.0,22.164948453608247,52.327431,4.9768089999999985
927,Jan van Duivenvoordestraat                       , 1067 XN ,59.0,3,2500.0,42.3728813559322,52.378549,4.802617
928,Tussen Meer                       , 1068 EZ ,85.0,3,2150.0,25.294117647058826,52.357574,4.79726
929,Openhartsteeg                       , 1017 BD ,42.0,2,2000.0,47.61904761904761,52.366554,4.8912580000000005
930,Oostenburgervoorstraat 284                       , 1018 MR ,72.0,2,2500.0,34.72222222222222,52.369736,4.925428
931,Amstelveenseweg                       , 1075 XK ,70.0,3,4000.0,57.14285714285714,52.338422,4.857263
932,Amstelveenseweg                       , 1081 JM ,155.0,5,4650.0,30.0,52.338422,4.857263
933,Ferdinand Bolstraat                       , 1072 LC ,42.0,1,2800.0,66.66666666666667,52.351673,4.891393
934,Termini                       , 1025 XM ,75.0,3,2500.0,33.333333333333336,52.40212,4.931695
935,Papaverweg                       , 1032 KH ,48.0,2,2500.0,52.08333333333334,52.394471,4.912083999999999
936,Groenburgwal                       , 1011 HW ,60.0,2,4450.0,74.16666666666667,52.368714,4.8979620000000015
937,Termini 319                       , 1025 XM ,62.0,2,2450.0,39.516129032258064,52.401679,4.93394
938,Termini 303                       , 1025 XM ,62.0,2,2450.0,39.516129032258064,52.401667,4.933932
939,Albert Neuhuysstraat                       , 1058 SE ,67.0,3,3000.0,44.77611940298507,52.355552,4.85083
940,Nieuwevaartweg                       , 1019 AL ,49.0,2,2350.0,47.95918367346939,52.367984,4.9535860000000005
941,Oostzaanstraat 101                       , 1013 WG ,53.0,3,3000.0,56.60377358490565,52.391064,4.873261
942,Pieter de Hoochstraat                       , 1071 EE ,90.0,3,3500.0,38.888888888888886,52.357393,4.8851010000000015
943,Spuistraat 42 2                       , 1012 TV ,36.0,2,1300.0,36.111111111111114,52.37638,4.892596
944,Kastelenstraat 241 1                       , 1082 EG ,82.0,4,3000.0,36.58536585365854,52.325746,4.872213
945,IJburglaan 767                       , 1087 CH ,85.0,3,2300.0,27.058823529411764,52.357313,4.991937
946,Stadionkade 42 4                       , 1077 VR ,120.0,4,3650.0,30.41666666666667,52.34449,4.869119
947,Foeliestraat 4 E                       , 1011 TM ,59.0,3,2350.0,39.83050847457627,52.371074,4.909889
948,Kempenlaan                       , 1066 RA ,85.0,3,1700.0,20.0,52.346052,4.810536
949,Marco Polostraat                       , 1056 DS ,51.0,3,3500.0,68.62745098039215,52.370862,4.855134
950,Prinsengracht 252 I                       , 1016 HG ,50.0,2,2150.0,43.0,52.372014,4.882512
951,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
952,Omval 88                       , 1096 HW ,110.0,3,3050.0,27.72727272727273,52.344761,4.9146230000000015
953,Valkenburgerstraat 136 K                       , 1011 NA ,91.0,3,4150.0,45.604395604395606,52.369588,4.906329
954,Valkenburgerstraat 136 E                       , 1011 NA ,91.0,3,4150.0,45.604395604395606,52.369588,4.906329
955,Derde Weteringdwarsstraat 27                       , 1017 TB ,70.0,3,2500.0,35.714285714285715,52.361055,4.890374
956,Daniël Stalpertstraat                       , 1072 XH ,73.0,4,4450.0,60.95890410958904,52.35634,4.887791
957,Daniël Stalpertstraat                       , 1072 XH ,60.0,3,2500.0,41.66666666666666,52.35634,4.887791
958,Matenesse-hof 26                       , 1083 JD ,95.0,3,3150.0,33.1578947368421,52.334145,4.881725
959,Funenpark 116                       , 1018 AK ,80.0,2,3650.0,45.625,52.368251,4.93208
960,Cornelis Schuytstraat 46 B                       , 1071 JL ,50.0,2,2000.0,40.0,52.354184,4.871579
961,Kloveniersburgwal                       , 1011 KC ,25.0,1,2000.0,80.0,52.370961,4.898727
962,Van Ostadestraat                       , 1073 TT ,34.0,1,2500.0,73.52941176470588,52.353859,4.902028
963,Arent Janszoon Ernststraat 219                       , 1083 JN ,100.0,3,2800.0,28.0,52.331818,4.881913
964,Oudezijds Voorburgwal                       , 1012 EX ,135.0,3,3650.0,27.037037037037038,52.372452,4.896855
965,Kastelenstraat 199 2                       , 1082 EE ,75.0,4,3500.0,46.66666666666666,52.32577,4.87365
966,Kastelenstraat 199 2                       , 1082 EE ,75.0,4,3500.0,46.66666666666666,52.32577,4.87365
967,Govert Flinckstraat                       , 1073 BT ,31.0,1,2300.0,74.19354838709677,52.355581,4.895827
968,Van Ostadestraat                       , 1072 TG ,40.0,2,2000.0,50.0,52.353859,4.902028
969,Thorn Prikkerstraat 85                       , 1062 BS ,80.0,3,2150.0,26.875,52.362007,4.838352
970,Albert Cuypstraat 61 2                       , 1072 CM ,50.0,3,3500.0,70.0,52.354903,4.889327
